,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
84,85,3115833,K00797.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.181584004,177.141891,2455010.142,0.0,,0.92,3.5089,,5741.1,0.084708,0.38059,LS+MCMC,7.73,0.0884,85.87,812.0,102.91,12.776,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2979,0.3238,q1_q17_dr25_koi,27.099031,173.09894,183.6,1,129.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.5397,Mandel and Agol (2002 ApJ 580 171),,,003/003115/003115833/dv/kplr003115833-20160209194854_dvr.pdf,003/003115/003115833/dv/kplr003115833-001-20160209194854_dvs.pdf,5988.0,4.541,-0.52,0.836,0.885,,q1_q17_dr25_stellar,291.28195,38.241669,15.657,16.162,15.621,15.441,15.32,14.408,14.036,13.939,0.021,19.4187924,38.241643,-0.151,-0.099,0.0008,-0.0003,0.004,0.008,0.009,-0.062,0.06,0.087
85,86,4139816,K00812.02,Kepler-235 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.06036336,147.46554,2454980.466,0.0,,0.556,3.3203,,1494.7,0.036455,3.09445,LS+MCMC,1.96,0.115,89.21,361.0,4.0,40.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,7.1802754,27.241827,35.2,4,59.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7533,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-002-20160209194854_dvs.pdf,3950.0,4.754,-0.46,0.493,0.502,,q1_q17_dr25_stellar,286.07913,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.016,19.0719547,39.27833,0.56,0.04,-0.00124,-0.0001,0.0,-0.03,0.03,-0.18,-0.15,0.23
86,87,4139816,K00812.03,Kepler-235 e,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,46.1842039,165.23729,2454998.237,0.0,,0.013,4.758,,1394.7,0.033974,3.99779,LS+MCMC,1.83,0.2005,89.99,273.0,1.32,76.67,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,6.2605453,18.020908,26.0,4,25.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8358,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-003-20160209194854_dvs.pdf,3950.0,4.754,-0.46,0.493,0.502,,q1_q17_dr25_stellar,286.07913,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.006,19.071943,39.27801,0.08,-1.12,-0.00044,0.00144,-0.07,0.04,0.08,-0.25,-0.06,0.26
87,88,8395660,K00116.04,Kepler-106 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.952,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.9800854,147.537,2454980.537,0.0,,0.95,5.351,,104.0,0.011879,0.05654,LS+MCMC,1.31,0.1602,85.45,649.0,41.94,11.98,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,4.1784496,10.87813,17.1,4,56.0,4.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9971,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-004-20160209194854_dvs.pdf,5854.0,4.406,-0.12,1.012,0.951,,q1_q17_dr25_stellar,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.096,20.05763,44.33791,1.2,1.28,-7e-05,-0.000102,0.1,-0.62,0.64,0.3,-0.46,0.53
88,89,4139816,K00812.04,Kepler-235 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.82502168,136.54995,2454969.55,0.0,,0.708,2.186,,520.8,0.022312,2.54508,LS+MCMC,1.2,0.0614,87.99,494.0,14.05,20.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,3.8379083,12.582854,15.9,4,154.0,4.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.251,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-004-20160209194854_dvs.pdf,3950.0,4.754,-0.46,0.493,0.502,,q1_q17_dr25_stellar,286.07913,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.048,19.07197,39.27813,1.18,-0.7,-0.00071,0.00031,0.31,-0.45,0.55,0.11,-0.58,0.59
89,90,4275191,K00813.01,Kepler-688 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.895936525,170.527552,2455003.528,0.0,,0.524,2.3111,,8544.8,0.08689,2.31292,LS+MCMC,7.34,0.046,87.56,1005.0,241.62,12.29,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,35.58241,375.5263,370.8,1,275.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.1164,Mandel and Agol (2002 ApJ 580 171),,,004/004275/004275191/dv/kplr004275191-20160209194854_dvr.pdf,004/004275/004275191/dv/kplr004275191-001-20160209194854_dvs.pdf,5557.0,4.592,-0.3,0.774,0.866,,q1_q17_dr25_stellar,294.65524,39.308361,15.725,16.318,15.676,15.471,15.299,14.364,13.969,13.924,0.0,19.6436833,39.308328,0.026,-0.115,0.00211,-0.00111,-0.246,0.238,0.342,-0.01,-0.012,0.016
90,91,4476123,K00814.01,Kepler-689 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.36646466,175.45862,2455008.459,0.0,,0.4,5.228,,986.8,0.028938,1.12517,LS+MCMC,2.32,0.1449,89.26,536.0,19.45,31.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,6.2514634,25.599396,32.1,1,48.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.4848,Mandel and Agol (2002 ApJ 580 171),,,004/004476/004476123/dv/kplr004476123-20160209194854_dvr.pdf,004/004476/004476123/dv/kplr004476123-001-20160209194854_dvs.pdf,5395.0,4.615,-0.34,0.734,0.821,,q1_q17_dr25_stellar,294.71063,39.52174,15.583,16.2,15.535,15.318,15.201,14.236,13.849,13.714,0.799,19.647371,39.52165,-0.15,-0.33,0.00016,-0.00016,0.08,-0.09,0.12,0.09,-0.21,0.23
91,92,3351888,K00801.01,Kepler-685 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.625522174,170.8266564,2455003.827,0.0,,0.076,2.38963,,7969.0,0.080543,1.28198,LS+MCMC,9.73,0.0265,89.22,1579.0,1467.41,5.6364,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,43.135384,712.5235,799.7,1,657.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.254,Mandel and Agol (2002 ApJ 580 171),,,003/003351/003351888/dv/kplr003351888-20160209194854_dvr.pdf,003/003351/003351888/dv/kplr003351888-001-20160209194854_dvs.pdf,5539.0,4.322,0.16,1.106,0.935,,q1_q17_dr25_stellar,293.87192,38.422939,15.001,15.595,14.923,14.746,14.625,13.656,13.355,13.307,0.0,19.59146547,38.4227927,0.147,-0.53,-0.00134,-0.00226,0.01,0.195,0.195,-0.037,-0.01,0.038
92,93,3453214,K00802.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,19.620346923,181.881819,2455014.882,0.0,,0.458,2.0038,,21725.0,0.137595,23.21659,LS+MCMC,13.6,0.1389,89.66,643.0,40.39,77.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,73.60154,353.8584,340.5,1,52.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.3063,Mandel and Agol (2002 ApJ 580 171),,,003/003453/003453214/dv/kplr003453214-20160209194854_dvr.pdf,003/003453/003453214/dv/kplr003453214-001-20160209194854_dvs.pdf,5710.0,4.492,-0.1,0.905,0.928,,q1_q17_dr25_stellar,293.81619,38.563568,15.562,16.07,15.519,15.344,15.269,14.364,13.996,13.894,0.0,19.58774067,38.5634145,-0.225,-0.56,-0.0108,-0.0133,0.656,0.634,0.913,0.056,0.057,0.08
94,95,3641726,K00804.01,Kepler-1727 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.02930689,177.20422,2455010.204,0.0,,0.024,3.1449,,1019.8,0.028718,2.66613,LS+MCMC,2.57,0.0796,89.94,757.0,77.75,22.57,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,q1_q17_dr25_koi,7.610865,47.37303,53.9,1,146.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.894,Mandel and Agol (2002 ApJ 580 171),,,003/003641/003641726/dv/kplr003641726-20160209194854_dvr.pdf,003/003641/003641726/dv/kplr003641726-001-20160209194854_dvs.pdf,5349.0,4.526,-0.12,0.82,0.824,,q1_q17_dr25_stellar,290.33362,38.72823,15.387,16.037,15.302,15.108,14.931,13.931,13.479,13.429,0.097,19.3555667,38.728308,-0.36,0.28,-0.00038,-6e-05,0.23,0.18,0.29,-0.08,0.29,0.3
96,97,3832474,K00806.01,Kepler-30 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,143.2063047,154.23552,2454987.236,0.0,,0.379,8.9302,,10566.0,0.094044,1.83449,LS+MCMC,8.9,0.5336,89.83,308.0,2.14,125.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,45.13809,115.57215,138.8,5,9.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),,,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,003/003832/003832474/dv/kplr003832474-002-20160209194854_dvs.pdf,5485.0,4.556,0.21,0.867,0.986,,q1_q17_dr25_stellar,285.28363,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.081,19.0189038,38.947157,-0.232,-0.442,-0.0003,0.0009,-0.031,-0.042,0.052,0.031,-0.032,0.044
97,98,8395660,K00116.03,Kepler-106 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.95,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.164876,135.63916,2454968.639,0.0,,0.646,3.262,,55.8,0.007192,0.69664,LS+MCMC,0.79,0.0648,86.69,1021.0,256.35,11.19,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,2.6950479,11.552998,14.4,4,207.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6301,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-003-20160209194854_dvs.pdf,5854.0,4.406,-0.12,1.012,0.951,,q1_q17_dr25_stellar,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.567,20.057606,44.33745,0.3,-0.34,1.2e-05,3e-05,-0.8,-0.22,0.8,-0.7,-0.04,0.7
98,99,3832474,K00806.02,Kepler-30 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.745,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,60.32494216,243.892578,2455076.893,0.0,,0.224,6.6188,,20280.0,0.128744,2.37656,LS+MCMC,12.19,0.2998,89.83,411.0,6.77,77.04,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,88.82677,323.38303,347.2,5,22.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0005,Mandel and Agol (2002 ApJ 580 171),,,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,003/003832/003832474/dv/kplr003832474-001-20160209194854_dvs.pdf,5485.0,4.556,0.21,0.867,0.986,,q1_q17_dr25_stellar,285.28363,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.051,19.01890178,38.9471811,-0.316,-0.356,0.0011,0.0,-0.01,0.012,0.016,0.065,0.042,0.078
99,100,3832474,K00806.03,Kepler-30 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,29.1598615,150.69922,2454983.699,0.0,,0.3619,4.803,,488.0,0.02018,1.92739,MCMC,1.91,0.1847,89.38,524.0,17.85,44.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2209,0.4742,q1_q16_koi,,,11.6,5,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5485.0,4.556,0.21,0.867,0.986,,stellar_q1_q16,285.28363,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,,,,,,,,,,,,,
102,103,3935914,K00809.01,Kepler-686 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.594745374,170.6483505,2455003.648,0.0,,0.514,1.9604,,15044.0,0.115879,1.77544,LS+MCMC,11.3,0.0258,85.25,1539.0,1329.42,6.203,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,62.03516,1015.921,1009.3,1,762.0,1.0,q1_q17_dr25_tce,01101111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,003/003935/003935914/dv/kplr003935914-20160209194854_dvr.pdf,003/003935/003935914/dv/kplr003935914-001-20160209194854_dvs.pdf,5934.0,4.491,-0.38,0.893,0.901,,q1_q17_dr25_stellar,285.21381,39.027481,15.53,16.028,15.49,15.316,15.2,14.35,13.941,13.917,0.0,19.0142466,39.0273461,-0.31,-0.482,-0.0009,0.0006,0.009,-0.004,0.01,0.024,0.013,0.027
103,104,3940418,K00810.01,Kepler-1728 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.783002698,170.508434,2455003.508,0.0,,0.003,2.335,,1008.7,0.028315,3.45234,LS+MCMC,2.5,0.0535,89.99,886.0,145.48,16.102,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,7.252221,57.638233,70.6,1,281.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5746,Mandel and Agol (2002 ApJ 580 171),,,003/003940/003940418/dv/kplr003940418-20160209194854_dvr.pdf,003/003940/003940418/dv/kplr003940418-001-20160209194854_dvs.pdf,5170.0,4.574,0.18,0.807,0.891,,q1_q17_dr25_stellar,287.09399,39.060719,15.119,15.847,15.037,14.808,14.681,13.643,13.232,13.203,0.282,19.1396047,39.060762,0.2,0.15,-0.00022,2e-05,0.034,0.001,0.034,0.058,0.239,0.25
104,105,4049131,K00811.01,Kepler-687 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.50588921,181.43428,2455014.434,0.0,,0.26,4.0595,,2105.5,0.041039,2.64998,LS+MCMC,3.41,0.1326,89.62,518.0,17.06,38.91,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,12.827003,70.729904,78.5,1,69.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0106,Mandel and Agol (2002 ApJ 580 171),,,004/004049/004049131/dv/kplr004049131-20160209194854_dvr.pdf,004/004049/004049131/dv/kplr004049131-001-20160209194854_dvs.pdf,4905.0,4.544,-0.04,0.761,0.739,,q1_q17_dr25_stellar,289.31543,39.153278,15.398,16.241,15.343,15.036,14.877,13.842,13.251,13.216,0.722,19.2876948,39.153251,-0.05,-0.1,0.00013,0.0001,-0.046,0.01,0.047,0.004,0.108,0.108
105,106,4139816,K00812.01,Kepler-235 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.340218842,171.979062,2455004.979,0.0,,0.466,1.9104,,1632.6,0.037683,3.23586,LS+MCMC,2.03,0.0348,87.85,656.0,43.73,12.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,8.777286,58.181076,71.6,4,398.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4776,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-001-20160209194854_dvs.pdf,3950.0,4.754,-0.46,0.493,0.502,,q1_q17_dr25_stellar,286.07913,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.058,19.0719273,39.278333,-0.59,0.05,0.00053,-0.00013,0.026,0.05,0.06,-0.15,-0.039,0.154
107,108,5358241,K00829.01,Kepler-53 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.64932728,174.771,2455007.771,0.0,,0.08,4.4056,,893.6,0.027096,1.97596,LS+MCMC,3.12,0.139,89.86,701.0,57.13,33.12,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,7.871079,36.000114,46.1,3,71.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0683,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,005/005358/005358241/dv/kplr005358241-001-20160209194854_dvs.pdf,5775.0,4.405,0.16,1.053,1.026,,q1_q17_dr25_stellar,290.46176,40.562462,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.0,19.3641148,40.562512,-0.13,0.19,-0.00068,0.00041,0.42,-0.37,0.56,0.14,0.1,0.17
108,109,10875245,K00117.02,Kepler-107 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_CROWDED,4.90144976,138.60548,2454971.605,0.0,,0.529,4.1654,,140.7,0.011136,0.3709,LS+MCMC,1.7,0.0586,86.1,1262.0,598.74,7.78,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,5.743281,33.185894,50.6,4,193.0,3.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.0464,Mandel and Agol (2002 ApJ 580 171),,,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,010/010875/010875245/dv/kplr010875245-003-20160209194854_dvs.pdf,5847.0,4.191,0.26,1.402,1.113,,q1_q17_dr25_stellar,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.054,19.8018904,48.208693,0.26,0.3,-5.6e-05,-1.2e-05,-0.57,-0.15,0.59,-0.7,0.0,0.7
109,110,5358241,K00829.02,Kepler-53 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.75192101,138.78608,2454971.786,0.0,,0.949,4.793,,418.0,0.024042,0.044,LS+MCMC,2.76,0.0902,80.97,870.0,135.66,6.05,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,4.4869766,24.258644,28.5,3,132.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3894,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,005/005358/005358241/dv/kplr005358241-003-20160209194854_dvs.pdf,5775.0,4.405,0.16,1.053,1.026,,q1_q17_dr25_stellar,290.46176,40.562462,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.482,19.364104,40.5626,-0.58,0.5,-0.00013,6e-05,0.16,0.03,0.16,-0.06,0.41,0.42
110,111,5358241,K00829.03,Kepler-53 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.5576546,163.85063,2454996.851,0.0,,0.911,5.794,,993.0,0.03498,0.19756,LS+MCMC,4.02,0.2255,87.91,550.0,21.71,24.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,7.5526104,32.640865,39.7,3,37.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5868,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,005/005358/005358241/dv/kplr005358241-002-20160209194854_dvs.pdf,5775.0,4.405,0.16,1.053,1.026,,q1_q17_dr25_stellar,290.46176,40.562462,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.0,19.3641215,40.56244,0.14,-0.07,-0.00101,0.0007,0.47,-0.04,0.47,0.26,0.31,0.41
111,112,5358624,K00830.01,Kepler-428 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.99,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.525632539,170.0479951,2455003.048,0.0,,0.12,2.59959,,22335.0,0.13372,2.43681,LS+MCMC,11.58,0.0431,89.41,975.0,213.12,11.699,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,162.61552,2078.4102,1996.7,1,382.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1434,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358624/dv/kplr005358624-20160209194854_dvr.pdf,005/005358/005358624/dv/kplr005358624-001-20160209194854_dvs.pdf,5150.0,4.572,0.08,0.793,0.855,,q1_q17_dr25_stellar,290.58173,40.5774,15.224,15.961,15.142,14.908,14.758,13.767,13.295,13.234,0.0,19.37211855,40.5773577,0.1332,-0.1522,-0.00196,0.006,-0.01,-0.052,0.053,0.032,-0.231,0.233
112,113,4544670,K00815.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,34.84398644,172.633252,2455005.633,0.0,,0.934,2.9315,,4523.6,0.080046,1.86832,LS+MCMC,7.61,0.1971,88.92,511.0,16.1,49.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,q1_q17_dr25_koi,15.928789,75.6448,76.8,1,40.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1475,Mandel and Agol (2002 ApJ 580 171),,,004/004544/004544670/dv/kplr004544670-20160209194854_dvr.pdf,004/004544/004544670/dv/kplr004544670-001-20160209194854_dvs.pdf,5509.0,4.482,-0.16,0.871,0.84,,q1_q17_dr25_stellar,285.92001,39.624828,15.684,16.307,15.646,15.417,15.322,14.363,13.96,13.875,0.13,19.061339,39.624775,0.24,-0.2,-0.0012,-0.0001,0.074,0.004,0.074,-0.003,-0.271,0.271
113,114,4664847,K00816.01,Kepler-690 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.748094239,174.997206,2455007.997,0.0,,0.517,3.5957,,2472.1,0.046615,1.06292,LS+MCMC,5.52,0.081,88.02,964.0,204.39,15.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2799,0.381,q1_q17_dr25_koi,13.618479,106.29421,113.2,1,133.0,1.0,q1_q17_dr25_tce,01111011101110111000000000000000,0.0761,Mandel and Agol (2002 ApJ 580 171),,,004/004664/004664847/dv/kplr004664847-20160209194854_dvr.pdf,004/004664/004664847/dv/kplr004664847-001-20160209194854_dvs.pdf,5973.0,4.439,0.36,1.085,1.181,,q1_q17_dr25_stellar,294.4899,39.771439,15.67,16.254,15.609,15.42,15.327,14.412,14.113,14.106,0.097,19.6326625,39.771406,0.11,-0.12,0.00054,-1e-05,-0.089,0.077,0.117,0.082,0.137,0.159
114,115,4725681,K00817.01,Kepler-236 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.96793669,186.22182,2455019.222,0.0,,0.416,3.827,,1182.3,0.03141,3.03325,LS+MCMC,1.8,0.1322,89.47,329.0,2.77,45.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,q1_q17_dr25_koi,5.809559,22.27284,27.5,2,43.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.7252,Mandel and Agol (2002 ApJ 580 171),,,004/004725/004725681/dv/kplr004725681-20160209194854_dvr.pdf,004/004725/004725681/dv/kplr004725681-001-20160209194854_dvs.pdf,3747.0,4.728,0.1,0.524,0.536,,q1_q17_dr25_stellar,283.86639,39.898079,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312,0.01,18.924412,39.89827,-0.55,0.67,0.00068,-0.00088,-0.23,0.05,0.23,-0.17,0.32,0.36
